,Unnamed: 0,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
488,488,Id_xeqvs4kq8j,2022-08-04,3,unemployed,248.0,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,1,1,1988,9,0
489,489,Id_oaw6xtd6us,2023-02-09,4,studying,,Urban,Gauteng,1.0,0.0,0.0,1.0,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,2000,1,0
490,490,Id_5xwfzujaey,2022-03-04,2,wage employed,121.0,Suburb,Eastern Cape,1.0,0.0,0.0,2.0,30 - 39 %,,40 - 49 %,,0 - 29 %,1,1,2000,1,0
491,491,Id_sxomv0tnem,2022-08-11,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,1997,3,0
492,492,Id_umh38ltzr0,2021-08-19,1,studying,,Rural,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,,60 - 69 %,,0 - 29 %,1,1,2000,4,0
493,493,Id_dcg9br0678,2023-03-23,4,unemployed,64.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,2003,12,0
494,494,Id_6m7f83cefm,2021-08-12,1,wage employed,0.0,Urban,Eastern Cape,0.0,,,3.0,,,,,,1,1,1999,10,0
495,495,Id_jtxn75zzkl,2023-02-27,4,studying,,Rural,Eastern Cape,1.0,0.0,0.0,2.0,0 - 29 %,,70 - 79 %,,30 - 39 %,0,1,2003,10,1
496,496,Id_bb1glojzc0,2022-02-24,2,unemployed,836.0,Urban,Gauteng,,,,,,,,,,1,1,2001,6,0
497,497,Id_0619vt1a18,2022-03-15,2,unemployed,1174.0,Suburb,KwaZulu-Natal,1.0,,,3.0,0 - 29 %,,60 - 69 %,,,1,1,2000,1,0
498,498,Id_h8lulkebx6,2023-02-16,4,unemployed,615.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,,70 - 79 %,,30 - 39 %,0,1,2000,3,0
499,499,Id_2pkqoo8wvs,2022-08-05,3,studying,,Suburb,Limpopo,0.0,0.0,0.0,,,,,,,1,1,1999,11,0
500,500,Id_0hji72yk03,2022-03-07,2,unemployed,1166.0,Urban,Eastern Cape,1.0,,,4.0,,50 - 59 %,,30 - 39 %,,0,1,2000,1,0
501,501,Id_ofvjgw3b69,2023-03-20,4,wage employed,153.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1996,9,0
502,502,Id_z071uo732q,2021-08-12,1,studying,,Urban,Mpumalanga,1.0,,,5.0,,,,,,1,1,1995,9,1
503,503,Id_acz8nvxc8g,2023-02-14,4,wage employed,273.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,,50 - 59 %,70 - 79 %,,,0,1,2000,1,0
504,504,Id_jou2i9mfak,2022-08-04,3,other,,Urban,Gauteng,1.0,0.0,0.0,5.0,40 - 49 %,,60 - 69 %,,40 - 49 %,0,1,2003,4,1
505,505,Id_t0ocg2f0d0,2022-09-03,3,other,,Urban,Gauteng,0.0,0.0,0.0,5.0,,,,,,1,1,2000,6,1
506,506,Id_ennfmpvtcc,2022-08-03,3,other,,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,1998,7,1
507,507,Id_t37b241phs,2021-08-17,1,studying,,Urban,Western Cape,1.0,,,1.0,,,,,,1,1,2003,2,0
508,508,Id_mxe1jhas9k,2022-02-23,2,unemployed,767.0,Urban,Western Cape,,,,,,,,,,1,1,1988,4,0
509,509,Id_ysgj6p01ax,2023-03-14,4,unemployed,64.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,2003,12,0
510,510,Id_84a5908jb5,2023-03-03,4,unemployed,91.0,Urban,Gauteng,1.0,0.0,0.0,5.0,40 - 49 %,,,50 - 59 %,40 - 49 %,0,1,2003,1,0
511,511,Id_77917lgcsz,2022-08-05,3,self employed,889.0,Rural,Limpopo,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,,1,1,1998,12,1
512,512,Id_4ppz8ut1o2,2023-02-13,4,wage employed,30.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,4.0,,40 - 49 %,50 - 59 %,,,1,1,1998,1,0
513,513,Id_ehkvdnsl10,2021-08-17,1,self employed,326.0,Urban,Gauteng,,,,,,,,,,1,1,1983,5,1
514,514,Id_xbsjz7ag23,2022-03-18,2,self employed,112.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,3.0,,,,,,0,1,2000,1,1
515,515,Id_234lm2cmdk,2023-02-15,4,wage employed,273.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,1,1,2000,1,0
516,516,Id_06m9bl78io,2022-07-29,3,other,,Urban,Gauteng,1.0,0.0,0.0,5.0,40 - 49 %,,40 - 49 %,,,1,1,1997,9,1
517,517,Id_cip0l9qcgg,2023-03-02,4,wage employed,304.0,Rural,Northern Cape,1.0,1.0,0.0,3.0,30 - 39 %,,60 - 69 %,,0 - 29 %,1,1,2000,1,0
518,518,Id_4g6j7558gk,2023-02-22,4,unemployed,36.0,Urban,North West,1.0,0.0,0.0,4.0,50 - 59 %,,,50 - 59 %,50 - 59 %,0,1,2003,8,0
519,519,Id_g4apggw3bi,2023-02-08,4,studying,,Urban,Free State,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,0,1,2001,8,0
520,520,Id_lgwrd6qmt3,2022-03-11,2,studying,,Urban,Gauteng,1.0,1.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,1997,5,1
521,521,Id_0p4o7yrms0,2022-03-15,2,unemployed,75.0,Urban,Mpumalanga,1.0,0.0,0.0,,,60 - 69 %,60 - 69 %,,,1,1,2000,1,0
522,522,Id_6e4tsduk46,2022-03-07,2,self employed,322.0,Urban,Gauteng,1.0,,,3.0,,0 - 29 %,30 - 39 %,,,0,1,2000,1,1
523,523,Id_os2i7d2bpp,2023-03-14,4,unemployed,1556.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,1995,8,0
524,524,Id_gqks5zm75i,2022-08-10,3,unemployed,577.0,Urban,Gauteng,1.0,,1.0,5.0,,60 - 69 %,,50 - 59 %,,1,1,1996,11,0
525,525,Id_ztsnwnu549,2022-09-03,3,unemployed,279.0,Suburb,Gauteng,,,,,,,,,,0,1,1982,5,0
526,526,Id_dkrwuzvp7c,2021-08-12,1,wage employed,0.0,Urban,KwaZulu-Natal,1.0,,,3.0,,40 - 49 %,60 - 69 %,,,1,1,1995,8,0
527,527,Id_r4b3s3szi2,2023-02-16,4,studying,,Urban,Limpopo,1.0,1.0,,4.0,60 - 69 %,,,50 - 59 %,,1,1,2000,1,1
528,528,Id_g0nyreb0ba,2022-08-05,3,studying,,Urban,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,1,1,2003,5,0
529,529,Id_7wmj1i9c8g,2022-07-29,3,unemployed,247.0,Urban,Gauteng,,,,,,,,,,0,1,1999,12,0
530,530,Id_r43uab5yr6,2022-03-01,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,30 - 39 %,,60 - 69 %,,40 - 49 %,0,1,2001,6,0
531,531,Id_d136ap53ck,2023-03-17,4,unemployed,5.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1994,10,0
532,532,Id_vs34gezfuz,2022-03-01,2,self employed,369.0,Urban,Gauteng,1.0,0.0,0.0,,,30 - 39 %,,40 - 49 %,,0,1,1992,2,1
533,533,Id_9qdydxgb23,2023-02-10,4,wage employed,334.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,0 - 29 %,0,1,1989,6,0
534,534,Id_bj6toyrq11,2023-03-17,4,studying,,Urban,Gauteng,0.0,0.0,0.0,1.0,,,,,,1,1,1998,7,0
535,535,Id_my3wr5bpp9,2021-08-11,1,wage employed,0.0,Urban,Eastern Cape,1.0,,,3.0,30 - 39 %,,50 - 59 %,,0 - 29 %,1,1,1994,7,0
536,536,Id_9efkb0fabs,2023-02-13,4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,40 - 49 %,1,1,2000,1,0
537,537,Id_l6gxo049zg,2023-02-14,4,wage employed,123.0,Urban,Gauteng,1.0,0.0,0.0,,,50 - 59 %,40 - 49 %,,,0,1,1999,7,0
538,538,Id_lgja5thiyf,2023-02-28,4,unemployed,5.0,Urban,Western Cape,1.0,0.0,0.0,2.0,30 - 39 %,,60 - 69 %,,,0,1,2002,12,0
539,539,Id_ama13fhv09,2023-03-02,4,unemployed,826.0,Rural,Mpumalanga,,,,,,,,,,0,1,2000,7,0
540,540,Id_q649tebyrd,2023-02-17,4,unemployed,767.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2002,6,0
541,541,Id_zkqmalnbi6,2023-02-28,4,unemployed,401.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,5.0,,,,,,0,1,1990,7,0
542,542,Id_81a3vhqhwa,2023-02-15,4,unemployed,334.0,Suburb,Eastern Cape,1.0,,,4.0,,70 - 79 %,,60 - 69 %,,1,1,2000,1,0
543,543,Id_3cidt6vh51,2022-03-10,2,wage employed,792.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,,,40 - 49 %,,1,1,1996,5,0
544,544,Id_m8mrx0dg2h,2022-08-11,3,wage employed,66.0,Rural,Gauteng,0.0,,,,,,,,,0,1,1986,5,1
545,545,Id_s5ygpef4qn,2023-03-01,4,wage employed,395.0,Rural,North West,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,0,1,1996,6,0
546,546,Id_53kck1lq7g,2022-02-24,2,unemployed,2251.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,1996,6,0
547,547,Id_j0wcnq4t09,2023-02-16,4,studying,,Rural,Mpumalanga,1.0,,,,,50 - 59 %,50 - 59 %,,,0,1,2000,1,0
548,548,Id_ns16q6sdzp,2022-09-03,3,studying,,Urban,KwaZulu-Natal,1.0,,,,,60 - 69 %,,70 - 79 %,,0,1,1989,12,0
549,549,Id_tpoms3yotx,2023-03-20,4,unemployed,1160.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1995,11,0
550,550,Id_yrijyxu0r9,2022-03-15,2,unemployed,809.0,Rural,Limpopo,1.0,0.0,0.0,1.0,,,,,,1,1,2000,1,0
551,551,Id_80aofh9pqa,2023-03-01,4,unemployed,1890.0,Rural,Mpumalanga,,,,,,,,,,0,1,1998,1,0
552,552,Id_q7qwag4cug,2023-02-27,4,wage employed,273.0,Urban,Mpumalanga,1.0,0.0,0.0,,30 - 39 %,,60 - 69 %,,40 - 49 %,0,1,1989,9,0
553,553,Id_jg1ene866d,2023-02-24,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,40 - 49 %,,,0,1,2000,11,0
554,554,Id_a3uwywhvyn,2023-02-10,4,unemployed,370.0,Rural,North West,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,1998,1,0
555,555,Id_sbvjxg9nry,2023-03-03,4,wage employed,273.0,Urban,Mpumalanga,1.0,,,2.0,,30 - 39 %,,50 - 59 %,,0,1,2000,1,0
556,556,Id_csx6ucofnw,2022-02-23,2,unemployed,1518.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,1996,10,0
557,557,Id_w8vu9mzkms,2022-03-07,2,unemployed,58.0,Urban,Eastern Cape,,,,,,,,,,0,1,2000,1,1
558,558,Id_zc31oiyvf6,2022-03-09,2,wage employed,13.0,Urban,Gauteng,1.0,1.0,,0.0,,,,,,1,1,1994,10,1
559,559,Id_totcdn3tt1,2023-03-24,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2000,5,1
560,560,Id_bd1jakqmvy,2022-02-23,2,studying,,Rural,North West,,,,,,,,,,1,1,1996,7,0
561,561,Id_i1g6q15f35,2022-08-04,3,wage employed,,Urban,Free State,1.0,0.0,0.0,4.0,,40 - 49 %,40 - 49 %,,,0,1,1994,11,0
562,562,Id_5nazkw73bp,2023-02-15,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,0 - 29 %,1,1,1989,12,0
563,563,Id_m8z6emvnos,2022-08-04,3,other,,Urban,Northern Cape,1.0,0.0,0.0,,,30 - 39 %,30 - 39 %,,,0,1,2001,3,1
564,564,Id_db5we9wska,2022-02-24,2,unemployed,67.0,Urban,Gauteng,1.0,,,,0 - 29 %,,40 - 49 %,,0 - 29 %,1,1,2001,10,0
565,565,Id_sexufiqy06,2023-02-17,4,unemployed,912.0,Urban,North West,1.0,,,2.0,,30 - 39 %,40 - 49 %,,0 - 29 %,1,1,1992,1,1
566,566,Id_tvku4lng5b,2023-02-16,4,unemployed,401.0,Urban,Eastern Cape,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,0,1,2000,1,0
567,567,Id_gvvi6krr13,2023-03-23,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,40 - 49 %,,,1,1,1991,3,0
568,568,Id_pzka865k1y,2022-08-10,3,unemployed,1313.0,Rural,Limpopo,1.0,,,3.0,30 - 39 %,,60 - 69 %,,0 - 29 %,0,1,1997,1,0
569,569,Id_ur1o371kgd,2023-02-14,4,wage employed,608.0,Urban,Free State,1.0,,,4.0,,60 - 69 %,40 - 49 %,,,1,1,2000,1,0
570,570,Id_xz5ap2kjvl,2022-08-05,3,unemployed,979.0,Urban,Gauteng,1.0,,,4.0,,30 - 39 %,50 - 59 %,,,1,1,1999,10,0
571,571,Id_5irmz6fzof,2022-03-14,2,unemployed,657.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,,50 - 59 %,40 - 49 %,,,1,1,2000,1,1
572,572,Id_mbhgmrtdrq,2023-02-14,4,wage employed,61.0,Urban,Western Cape,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,0,1,1998,9,0
573,573,Id_00cs54uv4f,2023-02-07,4,unemployed,767.0,Suburb,Free State,,,,,,,,,,0,1,1999,9,0
574,574,Id_im1lzo59i9,2021-08-16,1,studying,,Suburb,North West,1.0,,,3.0,,30 - 39 %,50 - 59 %,,,0,1,1996,12,0
575,575,Id_1ga3286w4h,2023-03-01,4,unemployed,64.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,,50 - 59 %,,0 - 29 %,0,1,2001,6,0
576,576,Id_sxlncaxqqe,2022-08-05,3,other,,Urban,Mpumalanga,1.0,,,3.0,,,,,,0,1,1990,11,1
577,577,Id_h3qlx53bsq,2023-03-08,4,unemployed,429.0,Rural,Limpopo,,,,,,,,,,1,1,1998,7,0
578,578,Id_4pb1kk5r5z,2023-02-15,4,unemployed,401.0,Suburb,Western Cape,,,,,,,,,,1,1,2001,10,0
579,579,Id_g7rlfxo7qt,2022-08-15,3,other,,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1995,9,1
580,580,Id_9dws89xvq6,2022-03-17,2,unemployed,154.0,Urban,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,,50 - 59 %,,,0,1,2000,1,1
581,581,Id_vmn2r51ofq,2022-08-05,3,wage employed,,Urban,Gauteng,,,,,,,,,,0,1,1997,7,0
582,582,Id_0siczn9fhy,2022-08-01,3,other,,Urban,Free State,1.0,0.0,0.0,5.0,,50 - 59 %,,50 - 59 %,,0,1,1998,2,1
583,583,Id_qlvu8mzz4i,2022-08-05,3,studying,,Urban,Free State,,,,,,,,,,1,1,2001,9,0
584,584,Id_v7yoolpmcs,2023-02-21,4,studying,,Urban,Free State,1.0,0.0,0.0,2.0,,70 - 79 %,60 - 69 %,,,0,1,1998,2,0
585,585,Id_a1mt1ukxjr,2023-02-07,4,unemployed,638.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,60 - 69 %,60 - 69 %,,,1,1,2004,6,1
586,586,Id_sn78yem8dx,2022-08-12,3,other,,Urban,Free State,1.0,1.0,0.0,4.0,,70 - 79 %,50 - 59 %,,,1,1,1995,11,1
587,587,Id_fgfo0pgg1d,2022-08-01,3,wage employed,,Rural,Mpumalanga,,,,,,,,,,1,1,1995,3,0
588,588,Id_ygsyxl0o5y,2022-03-04,2,studying,,Urban,Gauteng,1.0,,1.0,3.0,,60 - 69 %,50 - 59 %,,,1,1,2000,1,1
589,589,Id_ezmw237ckd,2022-07-29,3,other,,Urban,Gauteng,1.0,0.0,0.0,2.0,40 - 49 %,,50 - 59 %,,30 - 39 %,0,1,1991,11,1
590,590,Id_ous6s8v1xc,2023-02-08,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,50 - 59 %,50 - 59 %,,,0,1,2002,10,0
591,591,Id_t9rhoqctpq,2023-02-10,4,studying,,Urban,KwaZulu-Natal,1.0,,,5.0,50 - 59 %,,,70 - 79 %,80 - 100 %,1,1,2000,1,0
592,592,Id_ly601sbaqu,2023-02-16,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2003,9,1
593,593,Id_zrpphhqwlc,2023-02-27,4,self employed,,Rural,Limpopo,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,1997,12,0
594,594,Id_bm2z9epl6t,2023-03-01,4,unemployed,123.0,Rural,KwaZulu-Natal,1.0,0.0,1.0,2.0,50 - 59 %,,50 - 59 %,,40 - 49 %,0,1,1994,12,1
595,595,Id_vcjl4414yp,2023-02-07,4,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,,50 - 59 %,,,1,1,2002,4,0
596,596,Id_vqb6h5uw74,2022-08-04,3,studying,,Urban,Gauteng,,,,,,,,,,1,1,2003,11,0
597,597,Id_gdsl2bqom8,2022-08-11,3,unemployed,248.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,,,,,1,1,1988,12,0
598,598,Id_833wc4vjsl,2022-08-01,3,wage employed,,Rural,Limpopo,1.0,0.0,1.0,,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,1998,2,0
599,599,Id_iyss0ofpl0,2023-03-13,4,unemployed,730.0,Urban,Western Cape,1.0,0.0,0.0,,,30 - 39 %,30 - 39 %,,,1,1,1994,7,1
600,600,Id_8x27kekh2b,2022-03-15,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,0 - 29 %,50 - 59 %,,,1,1,2000,1,0
601,601,Id_27c9wfirxb,2021-08-20,1,studying,,Urban,Eastern Cape,1.0,,,2.0,,,,,,0,1,2002,9,0
602,602,Id_rx8bsjsbif,2022-08-04,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,40 - 49 %,,,1,1,1998,9,1
603,603,Id_hj87dvthoo,2021-08-20,1,wage employed,0.0,Rural,KwaZulu-Natal,1.0,,,4.0,,,,,,0,1,1996,4,1
604,604,Id_4fxj3egrx4,2022-08-04,3,unemployed,1558.0,Urban,Mpumalanga,0.0,0.0,0.0,5.0,,,,,,0,1,1993,8,0
605,605,Id_8elsil9kmu,2021-08-17,1,wage employed,0.0,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,0,1,1994,12,0
606,606,Id_omrl5wnqf9,2021-08-13,1,wage employed,0.0,Urban,North West,,,,,,,,,,0,1,1995,11,0
607,607,Id_zpry4ve35r,2021-08-19,1,unemployed,760.0,Rural,KwaZulu-Natal,1.0,0.0,1.0,3.0,30 - 39 %,,60 - 69 %,,,0,1,1997,10,1
608,608,Id_m5b6647vqa,2023-02-10,4,unemployed,1497.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,40 - 49 %,,50 - 59 %,,30 - 39 %,0,1,1993,9,0
609,609,Id_ve1o5lzmbe,2022-02-24,2,wage employed,36.0,Urban,Gauteng,,,,,,,,,,1,1,2000,8,0
610,610,Id_od8si9oq0p,2022-02-28,2,studying,,Urban,Gauteng,1.0,,,1.0,,60 - 69 %,50 - 59 %,,,0,1,1998,11,0
611,611,Id_bi12wajv2o,2021-08-16,1,wage employed,0.0,Urban,Limpopo,1.0,,,2.0,,,,,,1,1,1988,6,0
612,612,Id_001dmnipb0,2022-07-28,3,studying,,Urban,Gauteng,1.0,0.0,0.0,,40 - 49 %,,50 - 59 %,,50 - 59 %,0,1,2002,11,0
613,613,Id_sk3abxoqjc,2022-08-10,3,unemployed,401.0,Urban,Gauteng,0.0,,,1.0,,,,,,1,1,1995,8,0
614,614,Id_4y8gywcwyj,2023-03-06,4,unemployed,64.0,Rural,Limpopo,1.0,0.0,0.0,2.0,,30 - 39 %,50 - 59 %,,,0,1,2000,1,0
615,615,Id_zgqsb3wa1e,2022-03-14,2,unemployed,66.0,Urban,Mpumalanga,0.0,,,,,,,,,1,1,2000,1,0
616,616,Id_u492jxwtrg,2023-02-13,4,unemployed,1163.0,Rural,KwaZulu-Natal,1.0,0.0,1.0,3.0,60 - 69 %,,60 - 69 %,,60 - 69 %,0,1,1999,12,0
617,617,Id_yeuq6xotmq,2022-03-15,2,unemployed,458.0,Urban,Western Cape,0.0,,,1.0,,,,,,1,1,2000,1,0
618,618,Id_st5ibwiyog,2022-08-08,3,other,,Urban,Western Cape,,,,,,,,,,0,1,2002,2,1
619,619,Id_ngrevlsbar,2022-08-05,3,other,,Urban,Gauteng,1.0,0.0,1.0,2.0,,60 - 69 %,50 - 59 %,,,1,1,1999,3,1
620,620,Id_cj0newmaog,2022-03-03,2,studying,,Urban,Northern Cape,1.0,,,,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
621,621,Id_f7nze76ku3,2023-02-10,4,studying,,Urban,Western Cape,,,,,,,,,,1,1,2003,9,0
622,622,Id_fqilvsbc65,2022-08-08,3,other,,Urban,Western Cape,,,,,,,,,,0,1,2001,10,1
623,623,Id_hfuj0ixo5n,2022-02-23,2,unemployed,1514.0,Urban,Gauteng,1.0,,,4.0,,,,,,1,1,1992,1,0
624,624,Id_2evgcz5597,2022-08-11,3,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,80 - 100 %,,60 - 69 %,,80 - 100 %,0,1,1998,7,0
625,625,Id_e1qt52u16j,2023-03-24,4,unemployed,1678.0,Urban,Northern Cape,,,,,,,,,,1,1,1991,11,0
626,626,Id_rgddp14jff,2022-03-16,2,unemployed,830.0,Urban,Eastern Cape,,,,,,,,,,1,1,2000,1,0
627,627,Id_9xr3e1x4g2,2023-02-01,4,wage employed,212.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
628,628,Id_m0qx8jzfqk,2022-08-10,3,other,,Rural,Limpopo,1.0,0.0,1.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,1993,9,1
629,629,Id_14fmdslx05,2023-02-10,4,studying,,Urban,Western Cape,,,,,,,,,,0,1,2000,1,1
630,630,Id_5m1o8oyiqc,2023-02-17,4,unemployed,432.0,Urban,Mpumalanga,1.0,,,3.0,,0 - 29 %,40 - 49 %,,,0,1,2000,1,0
631,631,Id_dh9cssn0i2,2023-02-13,4,studying,,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1996,5,0
632,632,Id_ycmzgm5iun,2022-03-16,2,unemployed,430.0,Suburb,Mpumalanga,1.0,,,3.0,,0 - 29 %,40 - 49 %,,,0,1,2000,1,0
633,633,Id_k7ly4nl64c,2023-02-13,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,40 - 49 %,,60 - 69 %,,0 - 29 %,1,1,2000,1,0
634,634,Id_3ztqfih8k1,2021-08-11,1,wage employed,0.0,Urban,Gauteng,1.0,,1.0,2.0,,,,,,1,1,1996,10,0
635,635,Id_3z25mxf6w2,2022-08-12,3,studying,,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,60 - 69 %,,,1,1,2002,2,0
636,636,Id_3hwqe1xc9o,2023-03-22,4,studying,,Rural,North West,,,,,,,,,,1,1,1989,9,0
637,637,Id_8og3sk0jc1,2023-02-28,4,wage employed,212.0,Urban,Gauteng,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,1996,1,0
638,638,Id_w4fa3j2enm,2022-02-23,2,unemployed,1551.0,Rural,Limpopo,1.0,,,1.0,,30 - 39 %,40 - 49 %,,,1,1,1998,6,0
639,639,Id_zyi5232j3m,2022-08-01,3,unemployed,523.0,Rural,Limpopo,,,,,,,,,,0,1,1988,10,0
640,640,Id_193vxik8va,2022-03-18,2,unemployed,812.0,Urban,Eastern Cape,0.0,,,2.0,,,,,,0,1,2000,1,0
641,641,Id_xgxbbktvqp,2023-02-24,4,unemployed,0.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,2.0,,,,,,0,1,1995,11,1
642,642,Id_ehu9sbabxd,2023-02-07,4,unemployed,1497.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,3.0,,,,,,1,1,2000,1,0
643,643,Id_muyfn03ifb,2021-08-18,1,studying,,Urban,Gauteng,1.0,,,4.0,,,,,,1,1,1998,9,1
644,644,Id_7mvdu50d1f,2022-03-02,2,unemployed,88.0,Suburb,North West,,,,,,,,,,1,1,2000,1,0
645,645,Id_ddis74ztrt,2022-02-21,2,self employed,501.0,Suburb,Mpumalanga,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,1996,5,1
646,646,Id_tmyghd1lem,2022-03-16,2,unemployed,440.0,Urban,Limpopo,,,,,,,,,,0,1,2000,1,0
647,647,Id_ybp2koe0y5,2022-09-03,3,other,,Urban,Gauteng,1.0,,,2.0,,50 - 59 %,50 - 59 %,,,1,1,1997,8,1
648,648,Id_nm2despnn7,2023-03-15,4,unemployed,95.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1998,9,0
649,649,Id_iyd9s9u2e0,2022-03-02,2,wage and self employed,24.0,Urban,Gauteng,1.0,,,4.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,1
650,650,Id_a8vsqxmmo1,2023-02-09,4,wage employed,153.0,Suburb,Mpumalanga,0.0,0.0,0.0,3.0,,,,,,1,1,1991,5,0
651,651,Id_gpoxn4gk0g,2022-03-14,2,unemployed,1172.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,60 - 69 %,70 - 79 %,,,1,1,2000,1,0
652,652,Id_xh6pywvjt4,2023-02-06,4,unemployed,462.0,Urban,Gauteng,0.0,0.0,0.0,4.0,,,,,,1,1,1986,4,0
653,653,Id_1scrolnt6y,2023-02-21,4,unemployed,822.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,0,1,1985,9,1
654,654,Id_zcx4qr7hg3,2021-08-13,1,studying,,Rural,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,,50 - 59 %,,30 - 39 %,0,1,1998,5,1
655,655,Id_z45tx7ierg,2023-02-13,4,unemployed,1004.0,Urban,Gauteng,1.0,,,,30 - 39 %,,50 - 59 %,,0 - 29 %,0,1,2000,1,1
656,656,Id_qr6hjk9523,2023-02-24,4,unemployed,67.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,0 - 29 %,30 - 39 %,,,0,1,1989,7,0
657,657,Id_mt74jukjdn,2023-03-22,4,wage employed,59.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,1,1,1989,4,1
658,658,Id_zwny0o34g4,2022-07-28,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,1999,8,0
659,659,Id_a4qdxqsyoh,2023-03-01,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,1
