,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
1108,Id_iq5bki0s4d,2023-02-02,4,unemployed,767.0,Urban,KwaZulu-Natal,1.0,,,4.0,0 - 29 %,,50 - 59 %,,,1,1,2001,1,0
1109,Id_6jf6biqcpu,2023-03-20,4,other,,Urban,Western Cape,1.0,0.0,0.0,2.0,,50 - 59 %,50 - 59 %,,,1,1,2001,12,0
1110,Id_ru30oyw5ns,2022-03-17,2,unemployed,72.0,Urban,Gauteng,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,2000,1,0
1111,Id_bp6zpb7gtp,2022-08-15,3,self employed,217.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1999,4,1
1112,Id_3mifo33szy,2023-03-22,4,unemployed,245.0,Urban,Gauteng,1.0,0.0,0.0,,,60 - 69 %,60 - 69 %,,,1,1,1997,12,0
1113,Id_a7op6z4r1l,2022-07-29,3,self employed,35.0,Rural,Limpopo,1.0,0.0,0.0,1.0,,80 - 100 %,60 - 69 %,,,0,1,2002,12,1
1114,Id_64e3ac2ylw,2023-02-22,4,wage employed,1132.0,Urban,Eastern Cape,1.0,0.0,0.0,5.0,40 - 49 %,,,50 - 59 %,0 - 29 %,0,1,1997,3,1
1115,Id_l8dp79uhop,2023-02-09,4,wage employed,5.0,Rural,Western Cape,1.0,0.0,0.0,3.0,30 - 39 %,,40 - 49 %,,,0,1,1997,4,1
1116,Id_p42lcdkhf5,2022-03-14,2,unemployed,789.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,,40 - 49 %,,1,1,2000,1,1
1117,Id_tn28jt7gne,2023-02-17,4,wage employed,151.0,Urban,Gauteng,0.0,,,3.0,,,,,,1,1,1993,12,0
1118,Id_0mh6xyp0iu,2022-03-17,2,wage employed,2061.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,2000,1,0
1119,Id_q4a7nz9ora,2021-08-13,1,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1994,7,0
1120,Id_0exhfcknam,2023-02-22,4,studying,,Urban,Gauteng,1.0,0.0,1.0,,30 - 39 %,,,50 - 59 %,,0,1,1999,9,0
1121,Id_ngyh8zxupj,2023-03-22,4,studying,,Urban,Eastern Cape,,,,,,,,,,1,1,2000,5,0
1122,Id_88tkkx2psb,2022-02-23,2,wage employed,666.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,,30 - 39 %,30 - 39 %,,,1,1,1991,1,1
1123,Id_9ychw9l1jl,2022-08-08,3,wage employed,,Urban,Western Cape,1.0,0.0,0.0,4.0,,50 - 59 %,,60 - 69 %,,0,1,1993,2,0
1124,Id_njolbs7jfs,2023-03-02,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,2002,12,0
1125,Id_57xmat78ka,2022-08-12,3,wage employed,,Urban,Western Cape,1.0,0.0,0.0,2.0,30 - 39 %,,70 - 79 %,,,1,1,1994,9,0
1126,Id_ubj9v8d52r,2022-02-24,2,unemployed,36.0,Suburb,Western Cape,1.0,0.0,0.0,3.0,,40 - 49 %,70 - 79 %,,,1,1,2002,7,0
1127,Id_jjvnv0vhi2,2023-02-06,4,unemployed,707.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,40 - 49 %,,0 - 29 %,1,1,1993,5,0
1128,Id_9kbwmfs2bw,2022-03-07,2,unemployed,801.0,Urban,Gauteng,0.0,,,5.0,,,,,,0,1,2000,1,0
1129,Id_38td35xj2z,2022-02-25,2,studying,,Urban,North West,1.0,0.0,1.0,2.0,,,50 - 59 %,,30 - 39 %,1,1,1991,6,1
1130,Id_47jgth8to4,2023-03-08,4,unemployed,2470.0,Urban,Northern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1989,9,0
1131,Id_okqmbarkuh,2022-08-10,3,other,,Suburb,Gauteng,,,,,,,,,,1,1,2001,9,1
1132,Id_prit6ea3jo,2023-02-17,4,unemployed,401.0,Urban,Free State,1.0,0.0,0.0,1.0,30 - 39 %,,40 - 49 %,,,0,1,1997,4,0
1133,Id_bli4utejti,2022-07-29,3,other,,Urban,Gauteng,1.0,0.0,1.0,5.0,50 - 59 %,,,60 - 69 %,40 - 49 %,1,1,1997,11,1
1134,Id_xcdu70e2vv,2023-03-16,4,unemployed,1617.0,Urban,Northern Cape,,,,,,,,,,1,1,1999,5,0
1135,Id_tnrj4d7xos,2023-03-02,4,studying,,Urban,Gauteng,1.0,0.0,0.0,4.0,40 - 49 %,,,50 - 59 %,,1,1,2000,1,0
1136,Id_hok8dqcx47,2021-08-18,1,studying,,Urban,KwaZulu-Natal,1.0,,,4.0,,40 - 49 %,60 - 69 %,,,0,1,2002,4,0
1137,Id_p4i7oz3rvl,2022-02-24,2,wage employed,637.0,Urban,Gauteng,,,,,,,,,,1,1,1999,8,1
1138,Id_lew0cr7f7v,2023-02-14,4,unemployed,1407.0,Urban,Gauteng,,,,,,,,,,0,1,1994,5,0
1139,Id_tu5gx4j3d4,2022-03-15,2,unemployed,444.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,40 - 49 %,60 - 69 %,,,1,1,2000,1,0
1140,Id_zgwl7ihmma,2023-03-23,4,unemployed,365.0,Rural,Mpumalanga,1.0,0.0,0.0,,70 - 79 %,,60 - 69 %,,80 - 100 %,1,1,2002,7,0
1141,Id_ru08x1qlgi,2023-02-10,4,wage employed,273.0,Urban,Mpumalanga,1.0,0.0,0.0,4.0,40 - 49 %,,,60 - 69 %,,1,1,1999,9,0
1142,Id_bj3jufot7j,2021-08-17,1,wage employed,0.0,Urban,Free State,1.0,,,5.0,,,,,,0,1,1993,5,0
1143,Id_kg0l2i0rxb,2022-03-11,2,unemployed,803.0,Rural,Mpumalanga,1.0,,,3.0,,,50 - 59 %,,,1,1,2000,1,0
1144,Id_mrldy0cynh,2023-02-09,4,unemployed,401.0,Suburb,Gauteng,1.0,,,,,30 - 39 %,40 - 49 %,,,1,1,2000,1,0
1145,Id_3vu6p91cvz,2023-02-06,4,unemployed,432.0,Urban,North West,1.0,0.0,0.0,3.0,,50 - 59 %,40 - 49 %,,,0,1,1996,1,0
1146,Id_67dx0belrk,2023-02-16,4,studying,,Urban,Mpumalanga,,,,,,,,,,0,1,2001,10,1
1147,Id_n506b3x98t,2023-02-14,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,50 - 59 %,,40 - 49 %,,1,1,2003,1,0
1148,Id_gu88rv206w,2022-08-05,3,studying,,Urban,Limpopo,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,1998,12,0
1149,Id_w1hrt03pat,2023-02-17,4,wage employed,,Urban,Western Cape,,,,,,,,,,0,1,1990,11,0
1150,Id_tk7gruy4ie,2022-03-04,2,studying,,Urban,Eastern Cape,1.0,,,1.0,40 - 49 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,1
1151,Id_xk6i338o34,2022-02-24,2,unemployed,59.0,Rural,North West,1.0,1.0,0.0,3.0,,50 - 59 %,70 - 79 %,,,1,1,2001,8,0
1152,Id_cos3eqjm0u,2022-08-04,3,other,,Rural,KwaZulu-Natal,1.0,,1.0,2.0,,,,,,0,1,1997,2,1
1153,Id_ivbjdfhb4t,2023-02-06,4,unemployed,730.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,,60 - 69 %,,,1,1,2003,2,0
1154,Id_ijpasqbv7n,2023-02-13,4,unemployed,1042.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,50 - 59 %,50 - 59 %,,,0,1,1992,7,0
1155,Id_5a9p4f3me1,2022-03-16,2,unemployed,1194.0,Urban,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,,50 - 59 %,,0 - 29 %,1,1,2000,1,0
1156,Id_ylcyyd7x3z,2022-03-17,2,wage employed,122.0,Rural,North West,1.0,,,3.0,,70 - 79 %,50 - 59 %,,,0,1,2000,1,0
1157,Id_wwtxr3jzl2,2022-03-15,2,wage employed,43.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,40 - 49 %,1,1,2000,1,1
1158,Id_67lqwve5sg,2022-08-08,3,studying,,Urban,Western Cape,1.0,0.0,0.0,3.0,,0 - 29 %,50 - 59 %,,,0,1,2003,1,0
1159,Id_pifadpu8si,2023-03-14,4,studying,,Urban,Limpopo,1.0,0.0,0.0,,40 - 49 %,,70 - 79 %,,40 - 49 %,1,1,2000,8,1
1160,Id_wa8nqbbsv5,2023-02-17,4,unemployed,767.0,Urban,Gauteng,0.0,,,1.0,,,,,,1,1,1999,9,0
1161,Id_enxq5foufx,2023-02-16,4,wage employed,184.0,Urban,Limpopo,1.0,1.0,0.0,1.0,50 - 59 %,,60 - 69 %,,50 - 59 %,0,1,1996,9,0
1162,Id_eo64pg2i1a,2022-09-03,3,other,,Urban,Gauteng,1.0,,,,30 - 39 %,,40 - 49 %,,40 - 49 %,0,1,1988,1,1
1163,Id_jpmfzzpxiv,2022-07-28,3,unemployed,186.0,Urban,Gauteng,,,,,,,,,,0,1,1999,8,0
1164,Id_a5ctjgwiok,2023-02-09,4,wage employed,640.0,Urban,Eastern Cape,,,,,,,,,,0,1,1991,9,0
1165,Id_rbxu1s8mll,2023-03-09,4,unemployed,334.0,Urban,Mpumalanga,1.0,0.0,0.0,5.0,,30 - 39 %,40 - 49 %,,,1,1,2001,2,0
1166,Id_gldgrvc5za,2022-03-04,2,unemployed,1006.0,Suburb,Mpumalanga,1.0,,,3.0,,,,,,1,1,2000,1,0
1167,Id_nsw22foefc,2022-07-28,3,unemployed,127.0,Urban,Gauteng,,,,,,,,,,0,1,1991,8,0
1168,Id_qhc5grvn9y,2022-08-12,3,other,,Urban,Free State,1.0,0.0,0.0,5.0,,60 - 69 %,,40 - 49 %,30 - 39 %,0,1,1999,1,1
1169,Id_bqttonzthj,2023-02-02,4,wage employed,273.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
1170,Id_prbpd2jvtz,2022-03-11,2,self employed,293.0,Urban,Gauteng,,,,,,,,,,1,1,2000,1,1
1171,Id_bfwzatqlap,2023-02-15,4,unemployed,5.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1999,8,0
1172,Id_fcsj8whm7y,2022-03-10,2,unemployed,644.0,Urban,Free State,1.0,0.0,0.0,,,0 - 29 %,,60 - 69 %,,1,1,1997,7,0
1173,Id_z29bk1emgj,2023-02-15,4,wage employed,273.0,Urban,Limpopo,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
1174,Id_tgvm93eaw8,2023-02-08,4,unemployed,36.0,Rural,Free State,1.0,,,,0 - 29 %,,50 - 59 %,,,1,1,2000,1,0
1175,Id_uecglmcynv,2022-08-08,3,unemployed,1374.0,Urban,Gauteng,1.0,0.0,0.0,,40 - 49 %,,60 - 69 %,,50 - 59 %,1,1,1979,3,0
1176,Id_xzzcerzt2x,2023-02-27,4,studying,,Suburb,Eastern Cape,1.0,0.0,0.0,,,60 - 69 %,50 - 59 %,,,0,1,1998,4,0
1177,Id_6i981zrn1t,2023-02-07,4,wage employed,823.0,Urban,Limpopo,1.0,0.0,0.0,2.0,,60 - 69 %,70 - 79 %,,,0,1,1991,3,1
1178,Id_xqqyq8hmfg,2023-03-20,4,unemployed,1160.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,30 - 39 %,50 - 59 %,,,1,1,1991,3,0
1179,Id_lh3odnm1al,2023-02-16,4,wage employed,214.0,Urban,Northern Cape,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,0,1,1995,6,0
1180,Id_mflmovlnle,2021-08-17,1,studying,,Urban,Northern Cape,1.0,,,1.0,50 - 59 %,,60 - 69 %,,70 - 79 %,1,1,2001,3,0
1181,Id_dm8peot2pn,2021-08-20,1,studying,,Urban,KwaZulu-Natal,0.0,,,2.0,,,,,,0,1,1994,6,0
1182,Id_rnhkwld8um,2023-03-23,4,self employed,735.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2000,2,1
1183,Id_9oxx6metbi,2023-02-06,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,1996,12,0
1184,Id_iz56kje8er,2023-02-27,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,2000,10,0
1185,Id_3xxwk3p49x,2023-03-13,4,unemployed,1826.0,Suburb,Limpopo,,,,,,,,,,1,1,1997,12,0
1186,Id_nw73pikqys,2023-03-22,4,studying,,Urban,North West,,,,,,,,,,1,1,2004,3,0
1187,Id_iwzb8dgjii,2022-03-03,2,wage employed,161.0,Urban,Western Cape,1.0,,,,,30 - 39 %,60 - 69 %,,,1,1,2000,1,0
1188,Id_hc2y72o0oy,2023-02-09,4,self employed,2593.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,2001,12,1
1189,Id_r3mhlwzqdy,2023-02-08,4,unemployed,1857.0,Suburb,Free State,0.0,0.0,0.0,5.0,,,,,,0,1,1997,4,1
1190,Id_9kdsdu2be6,2023-02-28,4,unemployed,128.0,Urban,Mpumalanga,1.0,0.0,0.0,,,50 - 59 %,,60 - 69 %,,0,1,1998,2,0
1191,Id_m0cxwa83kd,2022-08-01,3,studying,,Rural,Mpumalanga,1.0,0.0,1.0,2.0,40 - 49 %,,60 - 69 %,,,0,1,1996,8,0
1192,Id_gbw09zqhe2,2023-03-07,4,unemployed,1160.0,Urban,Western Cape,,,,,,,,,,1,1,2000,2,0
1193,Id_hf0ghchlot,2022-03-01,2,studying,,Urban,Gauteng,1.0,,,2.0,,,,,,0,1,1998,7,1
1194,Id_szygsx1o6h,2022-03-09,2,unemployed,1160.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,,1,1,1999,3,0
1195,Id_9npbwfarxl,2023-02-21,4,unemployed,67.0,Urban,Limpopo,1.0,0.0,0.0,2.0,,50 - 59 %,50 - 59 %,,,0,1,2003,2,0
1196,Id_w99riclsym,2022-07-28,3,studying,,Urban,Eastern Cape,0.0,0.0,0.0,1.0,,,,,,0,1,2001,9,0
1197,Id_l7bd8hfaw6,2023-02-09,4,wage employed,365.0,Urban,Gauteng,1.0,0.0,0.0,,40 - 49 %,,50 - 59 %,,50 - 59 %,0,1,1995,6,0
1198,Id_8hq420a97e,2022-08-04,3,other,,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,,60 - 69 %,,60 - 69 %,0,1,1993,5,1
1199,Id_jncf9aru80,2022-08-04,3,unemployed,1374.0,Urban,Gauteng,,,,,,,,,,1,1,1990,6,0
1200,Id_g3hcqdriox,2023-03-01,4,other,,Urban,Gauteng,1.0,0.0,0.0,5.0,,40 - 49 %,,40 - 49 %,,1,1,2000,1,0
1201,Id_71nb4bhfbk,2022-08-11,3,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1998,2,0
1202,Id_mvsgj1ukxz,2023-02-20,4,unemployed,767.0,Urban,Gauteng,,,,,,,,,,0,1,2000,5,0
1203,Id_rprbqav2ej,2023-02-10,4,unemployed,36.0,Urban,Western Cape,1.0,0.0,0.0,0.0,0 - 29 %,,,50 - 59 %,,1,1,2003,6,0
1204,Id_oz61ndteyd,2023-03-16,4,wage employed,182.0,Urban,Gauteng,,,,,,,,,,1,1,1993,8,0
1205,Id_06yyrsmru3,2021-08-20,1,studying,,Urban,KwaZulu-Natal,1.0,,,5.0,,,,,,0,1,1996,9,0
1206,Id_rz6uudmzpy,2023-02-28,4,unemployed,36.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2003,6,0
1207,Id_2wktgu0x7l,2023-03-24,4,studying,,Urban,Free State,1.0,0.0,0.0,3.0,40 - 49 %,,50 - 59 %,,30 - 39 %,1,1,2002,11,1
1208,Id_j64zfmy306,2022-08-01,3,studying,,Rural,Limpopo,1.0,0.0,0.0,2.0,,60 - 69 %,50 - 59 %,,,0,1,2003,10,0
1209,Id_hbou62j09c,2023-02-13,4,studying,,Suburb,KwaZulu-Natal,1.0,,,3.0,30 - 39 %,,50 - 59 %,,40 - 49 %,1,1,2000,1,0
1210,Id_6ux30geo58,2022-09-03,3,other,,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,70 - 79 %,,,1,1,1988,7,1
1211,Id_h0oghnpnrq,2023-02-17,4,unemployed,365.0,Suburb,Limpopo,,,,,,,,,,1,1,2000,1,1
1212,Id_p3rnxac370,2023-03-20,4,unemployed,643.0,Urban,North West,1.0,0.0,0.0,3.0,,,40 - 49 %,,,1,1,1995,9,0
1213,Id_m4g0gx6i5n,2023-02-28,4,unemployed,334.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,,70 - 79 %,,0 - 29 %,0,1,2002,8,0
1214,Id_yotleeg29e,2023-02-27,4,unemployed,5.0,Urban,Gauteng,,,,,,,,,,0,1,1997,5,0
1215,Id_jeosge7w77,2023-03-22,4,wage employed,669.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,40 - 49 %,,,50 - 59 %,40 - 49 %,1,1,2000,6,0
1216,Id_0jzvzt90ig,2023-02-15,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,1.0,,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,1997,12,0
1217,Id_bo3e9nntrs,2023-02-07,4,self employed,,Urban,Mpumalanga,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
1218,Id_1p71vvgzll,2023-03-24,4,unemployed,429.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1994,2,0
1219,Id_6jndv94ll6,2022-03-02,2,studying,,Suburb,Gauteng,1.0,1.0,,3.0,40 - 49 %,,,60 - 69 %,,1,1,2000,1,1
1220,Id_2ko67npz42,2023-02-28,4,studying,,Urban,Gauteng,1.0,0.0,1.0,3.0,,80 - 100 %,50 - 59 %,,,0,1,1998,1,0
1221,Id_6le1bbgjpj,2022-08-02,3,other,,Urban,Western Cape,1.0,0.0,0.0,,,30 - 39 %,,50 - 59 %,,0,1,2000,10,1
1222,Id_dt622c4e1l,2022-03-02,2,unemployed,87.0,Urban,Gauteng,1.0,,,3.0,50 - 59 %,,60 - 69 %,,40 - 49 %,0,1,2003,5,0
1223,Id_0lsslnrsen,2022-09-03,3,unemployed,67.0,Urban,Gauteng,,,,,,,,,,1,1,1999,9,0
1224,Id_paee3jrl8l,2022-02-25,2,studying,,Rural,North West,1.0,0.0,0.0,1.0,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,2001,8,0
1225,Id_iszk3p5qnw,2023-02-06,4,wage employed,5.0,Suburb,Gauteng,,,,,,,,,,1,1,1999,7,1
1226,Id_mzlgxpl2zc,2023-02-22,4,wage employed,91.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,,40 - 49 %,30 - 39 %,,,0,1,1999,5,0
1227,Id_0w6attiflk,2022-07-28,3,self employed,797.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,0,1,1990,2,1
1228,Id_jgzw73g0hn,2023-03-06,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,2003,11,0
1229,Id_u2a9m3rga7,2023-02-13,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,2000,1,0
1230,Id_ve52q7vdv6,2022-02-25,2,studying,,Urban,Mpumalanga,1.0,0.0,0.0,,,60 - 69 %,,50 - 59 %,,1,1,2000,3,0
1231,Id_9lybju4dqa,2023-02-16,4,unemployed,1339.0,Urban,Mpumalanga,1.0,,,5.0,,0 - 29 %,40 - 49 %,,,1,1,2000,1,1
1232,Id_wn7ymx7pvx,2022-03-04,2,self employed,399.0,Urban,Western Cape,,,,,,,,,,1,1,2000,1,1
1233,Id_yz1h0eqouw,2023-03-01,4,unemployed,1525.0,Rural,Eastern Cape,1.0,0.0,0.0,,,0 - 29 %,30 - 39 %,,,0,1,1997,12,0
1234,Id_9ivs8j37nt,2023-02-13,4,wage employed,183.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,2002,11,0
1235,Id_41irjltmmy,2022-02-23,2,unemployed,546.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1983,1,0
1236,Id_0pa1zajr0j,2022-08-04,3,unemployed,248.0,Urban,Gauteng,,,,,,,,,,0,1,2000,6,0
1237,Id_s9vgcae4fq,2023-03-02,4,unemployed,0.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,0,1,1998,6,1
1238,Id_pkgk7ye0nw,2022-08-03,3,unemployed,583.0,Rural,Northern Cape,1.0,0.0,0.0,1.0,,30 - 39 %,40 - 49 %,,,1,1,1998,12,0
1239,Id_uw5qxt1i98,2022-03-16,2,unemployed,76.0,Rural,Mpumalanga,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
1240,Id_5lwhip5hwm,2023-02-02,4,unemployed,1065.0,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,0,1,1997,10,1
1241,Id_j1prydpsz8,2022-08-04,3,studying,,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,1,1,2002,3,0
1242,Id_xuqnkf5a4c,2023-03-01,4,studying,,Suburb,KwaZulu-Natal,1.0,,,2.0,,40 - 49 %,60 - 69 %,,,1,1,2000,1,0
1243,Id_8bm0gq45t9,2022-03-07,2,studying,,Urban,Western Cape,1.0,,,1.0,,50 - 59 %,50 - 59 %,,,0,1,2000,1,0
1244,Id_lfbh3l41zs,2022-03-17,2,unemployed,453.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2000,1,0
1245,Id_qdbutwh5kw,2022-02-22,2,employment programme,21.0,Rural,North West,0.0,,,4.0,,,,,,0,1,1996,12,1
1246,Id_vgwiq5o3qx,2023-03-20,4,studying,,Urban,KwaZulu-Natal,0.0,0.0,0.0,4.0,,,,,,1,1,2002,5,0
1247,Id_2ly4mhas8c,2023-03-22,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,2001,8,0
1248,Id_v61nuziszr,2022-08-11,3,wage employed,66.0,Urban,KwaZulu-Natal,1.0,,1.0,0.0,,60 - 69 %,,40 - 49 %,,0,1,1999,3,1
1249,Id_w45uiv5ab9,2022-03-11,2,unemployed,430.0,Rural,Northern Cape,,,,,,,,,,1,1,2000,1,0
1250,Id_qlsmw8d7ci,2023-03-13,4,employment programme,61.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,40 - 49 %,,,1,1,1992,12,0
1251,Id_uz6lekqaj1,2023-03-02,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2001,7,1
1252,Id_enpet7hvjo,2022-08-10,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,50 - 59 %,,60 - 69 %,,50 - 59 %,0,1,1999,4,1
1253,Id_e0lu25b8ol,2022-03-09,2,unemployed,5.0,Urban,KwaZulu-Natal,1.0,,1.0,0.0,,,,,,1,1,1985,5,0
1254,Id_1oe6skjeut,2022-02-24,2,studying,,Suburb,Eastern Cape,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,0 - 29 %,1,1,1998,12,0
1255,Id_uoqo5gdzai,2022-02-28,2,unemployed,,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,40 - 49 %,,,0,1,1998,10,1
1256,Id_tcuwt1nbae,2023-02-15,4,wage employed,273.0,Urban,North West,,,,,,,,,,1,1,2000,1,0
1257,Id_dcl6zyardv,2022-08-08,3,unemployed,217.0,Urban,Eastern Cape,,,,,,,,,,1,1,1997,5,0
1258,Id_kzg8upg47u,2023-02-09,4,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,0,1,2000,1,0
1259,Id_dfyln45rgu,2021-08-12,1,wage employed,0.0,Urban,KwaZulu-Natal,1.0,,,5.0,,,,,,1,1,1998,3,0
1260,Id_d08at9zqn1,2023-03-06,4,wage employed,120.0,Suburb,KwaZulu-Natal,1.0,1.0,0.0,,30 - 39 %,,40 - 49 %,,40 - 49 %,1,1,1988,4,0
1261,Id_u637ifqu10,2023-02-08,4,unemployed,151.0,Rural,Limpopo,1.0,0.0,0.0,3.0,,40 - 49 %,40 - 49 %,,,0,1,1990,11,1
1262,Id_jvjr26kf60,2023-03-13,4,unemployed,64.0,Rural,Limpopo,1.0,0.0,0.0,3.0,,50 - 59 %,40 - 49 %,,,1,1,2001,1,0
1263,Id_dktmw1ooyb,2023-02-27,4,unemployed,67.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,50 - 59 %,40 - 49 %,,,0,1,1994,5,0
1264,Id_naxskw68dj,2023-03-14,4,wage employed,122.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,,40 - 49 %,,1,1,2002,1,0
1265,Id_psomdgqga2,2022-03-07,2,wage employed,548.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,0,1,2000,1,1
1266,Id_t80qeey2ij,2023-03-20,4,wage employed,181.0,Rural,Eastern Cape,,,,,,,,,,1,1,1997,12,0
1267,Id_fv1n8wv6u1,2022-08-03,3,other,,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,2001,9,1
1268,Id_22ly0hy3ix,2022-03-18,2,studying,,Rural,Mpumalanga,1.0,0.0,0.0,4.0,,30 - 39 %,50 - 59 %,,,0,1,2000,1,1
1269,Id_ak1ab4odg3,2023-02-09,4,self employed,,Rural,North West,,,,,,,,,,1,1,2000,1,0
1270,Id_1msdaaa2uo,2022-08-02,3,unemployed,1193.0,Urban,North West,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,0,1,1996,5,0
1271,Id_dehz2vwcz3,2022-08-05,3,other,,Urban,Limpopo,1.0,,,2.0,,,,,,0,1,1996,8,1
1272,Id_hdsbp6pycj,2021-08-19,1,self employed,267.0,Urban,Gauteng,1.0,1.0,,5.0,0 - 29 %,,,70 - 79 %,30 - 39 %,0,1,1986,8,1
1273,Id_g0e0vfj5ff,2022-03-07,2,studying,,Urban,Gauteng,0.0,,,0.0,,,,,,0,1,2000,1,1
1274,Id_j7paxk9b83,2022-02-24,2,unemployed,1520.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,1.0,0 - 29 %,,70 - 79 %,,30 - 39 %,1,1,2000,6,0
1275,Id_yc0tjlg42k,2022-03-03,2,unemployed,89.0,Urban,Gauteng,1.0,,,4.0,,0 - 29 %,40 - 49 %,,,1,1,2000,1,0
1276,Id_k297owshyy,2022-07-29,3,unemployed,2197.0,Urban,Gauteng,,,,,,,,,,1,1,1985,1,0
1277,Id_ypagm4937p,2022-08-11,3,employment programme,,Urban,Gauteng,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,1,1,2003,10,0
1278,Id_t62dy6nvoc,2023-02-08,4,unemployed,311.0,Urban,Gauteng,,,,,,,,,,1,1,1983,10,0
1279,Id_ygcw1wvob4,2023-02-27,4,wage employed,736.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,40 - 49 %,,,0,1,2002,4,1
1280,Id_b51iak3umg,2023-03-13,4,unemployed,1890.0,Suburb,Limpopo,0.0,0.0,0.0,,,,,,,1,1,1996,9,0
1281,Id_rvvnaclvwe,2023-02-09,4,studying,,Urban,Western Cape,1.0,,,3.0,,,,,,1,1,2000,1,0
