,Unnamed: 0,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth
487,487,Id_a4b308etct,2023-02-06,4,unemployed,365.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,12
488,488,Id_qg1hnk0jh9,2023-02-03,4,unemployed,1132.0,Suburb,Limpopo,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,,1,1,2001,5
489,489,Id_lpmhv9d5d1,2023-02-14,4,studying,,Urban,North West,,,,,,,,,,0,1,2002,3
490,490,Id_422tq7oddx,2022-02-25,2,unemployed,733.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,1995,10
491,491,Id_kd9p7yir6y,2022-02-24,2,wage employed,0.0,Urban,Gauteng,,,,,,,,,,1,1,1996,3
492,492,Id_qfgs61fpzw,2022-08-04,3,other,,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,1992,2
493,493,Id_m1tmygaylx,2022-08-12,3,wage employed,,Urban,Western Cape,1.0,0.0,0.0,3.0,,,,,,0,1,1986,4
494,494,Id_f8iw4otgov,2023-02-07,4,unemployed,944.0,Urban,North West,1.0,0.0,0.0,4.0,,60 - 69 %,50 - 59 %,,,0,1,2000,1
495,495,Id_npm5q5nceu,2023-02-21,4,wage employed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,40 - 49 %,40 - 49 %,,,0,1,1999,1
496,496,Id_w6lxqmo0gu,2021-08-23,1,studying,,Urban,KwaZulu-Natal,1.0,,1.0,5.0,40 - 49 %,,,40 - 49 %,40 - 49 %,0,1,1990,9
497,497,Id_x5iqeru1x8,2022-08-01,3,unemployed,127.0,Urban,Free State,,,,,,,,,,1,1,1988,1
498,498,Id_czubwoj7ev,2021-08-23,1,unemployed,577.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,2001,6
499,499,Id_p0u1ilaznb,2022-03-10,2,wage employed,1928.0,Urban,KwaZulu-Natal,0.0,,,,,,,,,1,1,1987,4
500,500,Id_hxf43uzsle,2023-02-16,4,studying,,Urban,Gauteng,1.0,0.0,1.0,3.0,,70 - 79 %,60 - 69 %,,,0,1,2000,7
501,501,Id_j3l7bpah5s,2023-03-20,4,studying,,Suburb,Gauteng,,,,,,,,,,1,1,1994,3
502,502,Id_cj5zwtd6zu,2023-02-06,4,studying,,Urban,Free State,,,,,,,,,,0,1,1999,12
503,503,Id_m5tg7zu2oj,2023-02-09,4,studying,,Rural,Limpopo,1.0,0.0,0.0,2.0,,30 - 39 %,50 - 59 %,,,1,1,1997,6
504,504,Id_eybo8quh4q,2022-08-04,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,30 - 39 %,,30 - 39 %,,,1,1,1986,6
505,505,Id_6f76h9b2wa,2022-08-05,3,other,,Urban,Free State,1.0,,,5.0,40 - 49 %,,,60 - 69 %,40 - 49 %,0,1,2000,9
506,506,Id_f5jgdqn5c2,2023-02-17,4,wage employed,31.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,1997,4
507,507,Id_d5fz41i924,2022-03-08,2,studying,,Urban,Western Cape,1.0,,,5.0,,,,,,1,1,2003,2
508,508,Id_eccqcvvblc,2023-03-23,4,unemployed,1921.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,1999,2
509,509,Id_8psqr36y02,2022-03-01,2,unemployed,327.0,Urban,Gauteng,1.0,,1.0,3.0,30 - 39 %,,30 - 39 %,,,0,1,1986,11
510,510,Id_tk9gdtvbjk,2021-08-12,1,wage employed,0.0,Urban,Gauteng,1.0,,,4.0,,,60 - 69 %,,,1,1,1987,5
511,511,Id_ryqyq8cjow,2022-08-04,3,other,,Urban,Gauteng,1.0,1.0,0.0,3.0,50 - 59 %,,,70 - 79 %,,0,1,2000,1
512,512,Id_v9pywdes69,2022-02-25,2,unemployed,791.0,Urban,KwaZulu-Natal,1.0,,,3.0,0 - 29 %,,60 - 69 %,,,1,1,2001,11
513,513,Id_hyr36290f9,2023-02-17,4,unemployed,276.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,40 - 49 %,,60 - 69 %,,1,1,2002,2
514,514,Id_1xbftlpdhl,2022-08-01,3,wage employed,,Rural,Limpopo,0.0,0.0,0.0,0.0,,,,,,1,1,2001,1
515,515,Id_zxy18w1i78,2022-08-11,3,unemployed,309.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,50 - 59 %,,40 - 49 %,,50 - 59 %,0,1,1992,7
516,516,Id_pq9nq2lh61,2023-03-24,4,unemployed,1921.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1999,3
517,517,Id_2pxo6vqrhh,2022-03-02,2,unemployed,0.0,Suburb,North West,1.0,0.0,0.0,4.0,0 - 29 %,,,40 - 49 %,30 - 39 %,1,1,2000,1
518,518,Id_xoidbttxgu,2022-09-03,3,other,,Suburb,Eastern Cape,,,,,,,,,,0,1,1998,2
519,519,Id_39y1s17yu8,2022-03-02,2,wage employed,27.0,Rural,KwaZulu-Natal,1.0,,,4.0,,50 - 59 %,,40 - 49 %,,0,1,2001,2
520,520,Id_j4z5gcn38a,2023-03-01,4,unemployed,1160.0,Suburb,North West,1.0,0.0,0.0,,,50 - 59 %,70 - 79 %,,,0,1,1999,10
521,521,Id_dgt0f8g6v9,2023-02-06,4,studying,,Urban,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,70 - 79 %,,,0,1,2004,11
522,522,Id_x0l8xb11wn,2021-08-23,1,wage employed,0.0,Urban,Eastern Cape,1.0,,,2.0,,,,,,0,1,1995,6
523,523,Id_ehy93j2yll,2022-03-07,2,wage employed,130.0,Urban,Northern Cape,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,2000,1
524,524,Id_g9uo4tisls,2023-02-23,4,unemployed,36.0,Urban,Limpopo,,,,,,,,,,0,1,2001,9
525,525,Id_w1is0lprul,2023-02-09,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,2000,11
526,526,Id_7lj1tjq1qk,2023-03-01,4,wage employed,273.0,Urban,Gauteng,1.0,,,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1
527,527,Id_dfrgdn3df8,2022-03-01,2,unemployed,278.0,Urban,Gauteng,0.0,,,2.0,,,,,,0,1,1998,1
528,528,Id_m3wfylfmze,2023-02-20,4,unemployed,432.0,Urban,Limpopo,,,,,,,,,,0,1,1994,9
529,529,Id_ajoqcrxqll,2023-03-24,4,wage employed,638.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,30 - 39 %,30 - 39 %,,,1,1,1991,10
530,530,Id_fudnd5pxp4,2022-08-12,3,studying,,Urban,Gauteng,0.0,0.0,0.0,,,,,,,1,1,2003,1
531,531,Id_ukeq77l5j3,2022-02-25,2,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1998,8
532,532,Id_d1d9bx35xv,2022-08-04,3,unemployed,248.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,60 - 69 %,70 - 79 %,,,1,1,1995,12
533,533,Id_yk55thl7ss,2022-08-10,3,unemployed,644.0,Urban,Gauteng,,,,,,,,,,1,1,1987,6
534,534,Id_5skyiudw00,2022-08-01,3,other,,Rural,Limpopo,1.0,0.0,0.0,,40 - 49 %,,60 - 69 %,,30 - 39 %,1,1,1998,9
535,535,Id_5g56ygxijd,2023-02-27,4,unemployed,1466.0,Urban,Gauteng,,,,,,,,,,0,1,1995,10
536,536,Id_vaf4522t6l,2023-03-14,4,unemployed,1890.0,Rural,Limpopo,,,,,,,,,,1,1,1994,11
537,537,Id_d4hwtrcf9y,2022-08-12,3,other,,Urban,Gauteng,1.0,0.0,0.0,5.0,30 - 39 %,,,40 - 49 %,30 - 39 %,1,1,2001,6
538,538,Id_r4wl346vyh,2022-08-05,3,wage employed,,Urban,North West,1.0,0.0,0.0,3.0,40 - 49 %,,60 - 69 %,,40 - 49 %,0,1,1993,5
539,539,Id_m7kpxmimht,2022-03-07,2,unemployed,70.0,Suburb,Eastern Cape,,,,,,,,,,0,1,2000,1
540,540,Id_0k0elxbf2q,2022-03-17,2,studying,,Urban,Western Cape,1.0,,,3.0,30 - 39 %,,70 - 79 %,,,0,1,2000,1
541,541,Id_sdvnioe4di,2022-07-29,3,wage employed,,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,1,1,1997,3
542,542,Id_vrzsyxyppr,2023-03-14,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1998,10
543,543,Id_vgi4nzdmw6,2022-03-04,2,unemployed,1160.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,2000,1
544,544,Id_tisuzjbvem,2023-03-03,4,unemployed,398.0,Urban,Free State,,,,,,,,,,0,1,1992,11
545,545,Id_itotco83ch,2023-02-06,4,unemployed,798.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,1
546,546,Id_ac2rnqxi02,2022-08-05,3,unemployed,948.0,Rural,KwaZulu-Natal,1.0,,,1.0,,40 - 49 %,50 - 59 %,,,0,1,1999,9
547,547,Id_3ph56e28f7,2023-02-13,4,unemployed,36.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,9
548,548,Id_pmgaqihqu2,2023-02-14,4,unemployed,671.0,Urban,Gauteng,1.0,0.0,0.0,,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,2000,1
549,549,Id_vyxgfiuwgx,2023-02-27,4,wage employed,181.0,Urban,Gauteng,,,,,,,,,,0,1,1995,4
550,550,Id_gfr71u4frc,2023-02-27,4,wage employed,1614.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,60 - 69 %,60 - 69 %,,,0,1,1994,10
551,551,Id_bpa5n8e8du,2022-03-18,2,unemployed,305.0,Urban,Mpumalanga,,,,,,,,,,0,1,2000,1
552,552,Id_sxrcaq8e7j,2023-03-20,4,unemployed,3195.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,4.0,,,,,,1,1,1989,6
553,553,Id_p6hyhxyjgu,2023-02-06,4,unemployed,1132.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,2000,2
554,554,Id_28l8ftnv6n,2022-07-28,3,unemployed,186.0,Rural,Limpopo,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,0,1,2001,10
555,555,Id_7l1xhhhuxo,2023-02-08,4,wage employed,1247.0,Urban,Free State,1.0,0.0,0.0,3.0,50 - 59 %,,50 - 59 %,,0 - 29 %,0,1,1991,1
556,556,Id_85ymdirg05,2023-02-21,4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,0 - 29 %,50 - 59 %,,,0,1,1998,3
557,557,Id_3y6fo5wdfn,2023-03-07,4,wage employed,123.0,Urban,Limpopo,1.0,0.0,0.0,,,,50 - 59 %,,,1,1,1992,2
558,558,Id_2huhneam6k,2023-02-24,4,studying,,Urban,Gauteng,0.0,0.0,0.0,0.0,,,,,,0,1,2003,8
559,559,Id_oqw1u49nlv,2023-02-27,4,wage employed,214.0,Urban,Limpopo,,,,,,,,,,0,1,1991,10
560,560,Id_oigbk11pvo,2022-03-03,2,unemployed,104.0,Urban,Northern Cape,1.0,0.0,0.0,4.0,,30 - 39 %,60 - 69 %,,,1,1,2000,1
561,561,Id_7yjooi5p7k,2023-02-27,4,studying,,Urban,Limpopo,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,1999,6
562,562,Id_v0pui7hslo,2023-03-09,4,studying,,Rural,Mpumalanga,1.0,1.0,0.0,5.0,,50 - 59 %,,50 - 59 %,,1,1,2000,10
563,563,Id_2rca0nunlo,2023-03-20,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1994,3
564,564,Id_ddt54xuc20,2023-02-28,4,unemployed,36.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1998,12
565,565,Id_18a40506ko,2023-02-27,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,,70 - 79 %,,,0,1,2003,11
566,566,Id_t5ujpo0isy,2023-02-16,4,unemployed,707.0,Rural,North West,1.0,0.0,0.0,2.0,,60 - 69 %,60 - 69 %,,,1,1,1996,11
567,567,Id_yakqrme1je,2022-02-24,2,unemployed,2891.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,1.0,40 - 49 %,,50 - 59 %,,30 - 39 %,1,1,1995,10
568,568,Id_3q4y21ciis,2023-03-01,4,unemployed,761.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,2000,1
569,569,Id_9dczebw4q8,2023-03-01,4,wage employed,151.0,Urban,Gauteng,1.0,0.0,0.0,1.0,30 - 39 %,,70 - 79 %,,0 - 29 %,1,1,2000,1
570,570,Id_wwrkqix53m,2023-02-08,4,unemployed,97.0,Urban,Eastern Cape,,,,,,,,,,0,1,1995,3
571,571,Id_6xwhl6stg5,2023-02-28,4,unemployed,828.0,Rural,Gauteng,,,,,,,,,,0,1,1999,4
572,572,Id_ze86clhl8i,2023-02-22,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,,0,1,1991,4
573,573,Id_eidkgfmnms,2023-02-06,4,unemployed,334.0,Urban,Gauteng,1.0,0.0,0.0,,,0 - 29 %,,30 - 39 %,,0,1,2000,6
574,574,Id_ybmmyl9b2v,2022-08-11,3,wage employed,36.0,Urban,Gauteng,1.0,,,5.0,40 - 49 %,,,50 - 59 %,50 - 59 %,0,1,2000,8
575,575,Id_3ltlzi20th,2023-03-22,4,studying,,Urban,Eastern Cape,,,,,,,,,,1,1,2003,9
576,576,Id_gf1rbol0lr,2023-03-16,4,unemployed,429.0,Suburb,Western Cape,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,1,1,2001,4
577,577,Id_912tii1shu,2022-08-02,3,self employed,583.0,Suburb,Western Cape,,,,,,,,,,0,1,2002,1
578,578,Id_swgy10t1q3,2023-03-24,4,wage employed,273.0,Rural,KwaZulu-Natal,0.0,,,,,,,,,1,1,1992,2
579,579,Id_weipxgsg6e,2021-08-16,1,wage employed,,Urban,Gauteng,0.0,,,,,,,,,1,1,1988,11
580,580,Id_iyn6n465o5,2023-03-22,4,studying,,Rural,Mpumalanga,,,,,,,,,,1,1,1990,1
581,581,Id_68thyri47a,2023-03-17,4,unemployed,1160.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,,60 - 69 %,,0 - 29 %,1,1,2000,1
582,582,Id_f6nxtd2zs9,2022-02-24,2,unemployed,365.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,1,1,1995,11
583,583,Id_fb2jnkslsl,2022-07-29,3,wage employed,,Urban,Gauteng,0.0,0.0,0.0,,,,,,,1,1,1995,8
584,584,Id_xqvxr3k342,2023-02-15,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2000,3
585,585,Id_esjmypg3bn,2023-03-13,4,wage employed,242.0,Rural,North West,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,,1,1,1997,2
586,586,Id_3yg0tc6v9w,2022-03-16,2,studying,,Urban,Gauteng,1.0,,,,,30 - 39 %,50 - 59 %,,,1,1,2000,1
587,587,Id_du9euwc63f,2022-08-01,3,wage employed,127.0,Rural,Mpumalanga,,,,,,,,,,0,1,1990,12
588,588,Id_faga8imfg5,2022-09-03,3,unemployed,426.0,Rural,Eastern Cape,1.0,0.0,0.0,2.0,,50 - 59 %,60 - 69 %,,,0,1,1997,8
589,589,Id_6wvvy2qvsy,2023-02-20,4,unemployed,462.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1989,12
590,590,Id_y9tcgpjgkw,2022-03-01,2,wage employed,151.0,Rural,Limpopo,1.0,0.0,0.0,2.0,30 - 39 %,,60 - 69 %,,50 - 59 %,0,1,2002,5
591,591,Id_0zja78viwr,2023-02-21,4,unemployed,401.0,Urban,Mpumalanga,,,,,,,,,,0,1,1999,10
592,592,Id_35me5s5yvf,2021-08-17,1,studying,,Suburb,Eastern Cape,1.0,0.0,1.0,3.0,40 - 49 %,,60 - 69 %,,60 - 69 %,1,1,1999,6
593,593,Id_ix175ensij,2022-03-14,2,unemployed,808.0,Urban,Limpopo,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1
594,594,Id_n2zxmu7ra1,2022-03-01,2,wage employed,2167.0,Urban,Gauteng,,,,,,,,,,0,1,1981,9
595,595,Id_m8suo0zmki,2022-07-28,3,unemployed,1131.0,Urban,Gauteng,,,,,,,,,,0,1,1997,11
596,596,Id_wy2oxw7n6r,2023-03-03,4,unemployed,64.0,Rural,Mpumalanga,,,,,,,,,,0,1,2002,4
597,597,Id_kuj2kag90c,2023-03-01,4,wage employed,61.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,1997,5
598,598,Id_td396iyygk,2023-03-06,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,40 - 49 %,,,60 - 69 %,40 - 49 %,1,1,2004,11
599,599,Id_ucb53zt9tj,2023-03-14,4,studying,,Rural,Mpumalanga,0.0,0.0,0.0,3.0,,,,,,1,1,1999,5
600,600,Id_4hdsmg90hl,2023-03-20,4,wage employed,153.0,Urban,Free State,,,,,,,,,,1,1,1995,4
601,601,Id_t69ym4q6dm,2023-03-14,4,unemployed,429.0,Urban,Eastern Cape,,,,,,,,,,1,1,2000,4
602,602,Id_njapvhm019,2022-08-05,3,unemployed,2166.0,Urban,Free State,0.0,,,3.0,,,,,,0,1,1987,9
603,603,Id_snuijc58w2,2023-02-22,4,unemployed,36.0,Urban,Free State,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,30 - 39 %,0,1,2001,5
604,604,Id_txcj5rqwbq,2023-03-13,4,unemployed,429.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,2002,7
605,605,Id_p1fjjzl2x8,2022-07-29,3,other,,Rural,Limpopo,,,,,,,,,,0,1,1998,2
606,606,Id_0dn7l3h91p,2023-02-01,4,wage employed,30.0,Suburb,Gauteng,,,,,,,,,,0,1,1995,9
607,607,Id_hzvstpxonl,2022-08-11,3,wage employed,,Urban,Eastern Cape,0.0,,,3.0,,,,,,0,1,1988,4
608,608,Id_rqokia7fqo,2021-08-19,1,wage employed,0.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,,50 - 59 %,40 - 49 %,,,1,1,1996,8
609,609,Id_0ebo4xyc83,2022-07-28,3,other,,Urban,Gauteng,,,,,,,,,,0,1,2002,1
610,610,Id_dua60u5h9k,2022-08-10,3,other,,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1993,7
611,611,Id_q14lcr5y5l,2023-02-07,4,other,,Urban,Gauteng,1.0,0.0,0.0,,,30 - 39 %,30 - 39 %,,,0,1,1999,7
612,612,Id_1o0nts3955,2023-03-09,4,unemployed,1525.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,1998,3
613,613,Id_54jht37a9a,2021-08-18,1,wage employed,0.0,Urban,Gauteng,0.0,,,3.0,,,,,,0,1,1998,10
614,614,Id_pj4qgzfxma,2023-02-02,4,unemployed,67.0,Urban,Gauteng,,,,,,,,,,0,1,2004,4
615,615,Id_x0lwfw7omd,2023-03-16,4,studying,,Rural,Limpopo,,,,,,,,,,1,1,2003,5
616,616,Id_aregt409q5,2023-02-22,4,unemployed,767.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,2000,8
617,617,Id_yqc16lvj7q,2023-03-20,4,unemployed,64.0,Urban,Eastern Cape,,,,,,,,,,1,1,1999,12
618,618,Id_bya9lkmylx,2023-02-13,4,unemployed,36.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2003,11
619,619,Id_l6jdqtgddq,2023-02-16,4,self employed,,Urban,Limpopo,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,2000,1
620,620,Id_ddt6pfv1hm,2022-07-29,3,unemployed,186.0,Urban,Gauteng,,,,,,,,,,0,1,1999,3
621,621,Id_w4i6jq2b9o,2023-02-14,4,unemployed,767.0,Urban,Eastern Cape,1.0,,,2.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1
622,622,Id_9qfh2hulaw,2023-02-13,4,other,,Urban,Gauteng,1.0,0.0,1.0,4.0,80 - 100 %,,,70 - 79 %,60 - 69 %,0,1,1996,12
623,623,Id_ik4z1c052r,2022-08-10,3,studying,,Urban,KwaZulu-Natal,1.0,1.0,0.0,5.0,70 - 79 %,,,70 - 79 %,60 - 69 %,0,1,1998,3
624,624,Id_6p2rblsbkj,2022-08-10,3,studying,,Urban,KwaZulu-Natal,1.0,,,,,40 - 49 %,,30 - 39 %,,0,1,2000,12
625,625,Id_fs45ca34dz,2022-03-17,2,wage employed,485.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2000,1
626,626,Id_z240vn4lrr,2023-02-16,4,studying,,Urban,Northern Cape,0.0,0.0,0.0,,,,,,,1,1,2000,8
627,627,Id_orl6nt19yk,2023-02-13,4,unemployed,342.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,2000,1
628,628,Id_yt6b754k6l,2021-08-23,1,studying,,Urban,KwaZulu-Natal,1.0,,,3.0,,40 - 49 %,50 - 59 %,,,0,1,1997,5
629,629,Id_ja431y5ldo,2021-08-12,1,wage employed,0.0,Suburb,Northern Cape,1.0,0.0,0.0,3.0,,30 - 39 %,60 - 69 %,,,1,1,1991,5
630,630,Id_nfqptndvg7,2022-08-05,3,wage employed,,Urban,North West,1.0,0.0,0.0,3.0,50 - 59 %,,50 - 59 %,,40 - 49 %,0,1,1998,1
631,631,Id_wohsfy1vk0,2023-02-08,4,studying,,Urban,Limpopo,,,,,,,,,,1,1,2000,2
632,632,Id_0wan1z7ylr,2023-02-17,4,unemployed,1497.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,1999,11
633,633,Id_ji7rhas44s,2022-02-28,2,wage employed,253.0,Urban,Gauteng,,,,,,,,,,0,1,1990,3
634,634,Id_3mkmnsmjsx,2023-03-23,4,unemployed,2986.0,Rural,Mpumalanga,,,,,,,,,,1,1,1993,5
635,635,Id_23xbq86rmi,2022-03-15,2,unemployed,64.0,Rural,Limpopo,,,,,,,,,,1,1,2000,1
636,636,Id_tfw9caz6hw,2023-02-06,4,wage employed,31.0,Suburb,Gauteng,,,,,,,,,,0,1,2000,1
637,637,Id_7wuxjjf6jz,2022-07-29,3,studying,,Urban,Gauteng,,,,,,,,,,1,1,1999,4
638,638,Id_9nllh07a45,2022-03-16,2,unemployed,76.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,2.0,40 - 49 %,,60 - 69 %,,,1,1,2000,1
639,639,Id_o379zlajhg,2023-03-15,4,unemployed,795.0,Rural,North West,0.0,0.0,0.0,,,,,,,1,1,1999,8
640,640,Id_51bp7sl39b,2023-03-07,4,studying,,Rural,Limpopo,,,,,,,,,,1,1,1996,8
641,641,Id_6sjnt9ewkf,2022-08-01,3,other,,Urban,Gauteng,,,,,,,,,,0,1,1996,8
642,642,Id_90g4n8so17,2023-02-17,4,studying,,Urban,Limpopo,1.0,0.0,0.0,,,50 - 59 %,40 - 49 %,,,0,1,1999,7
643,643,Id_32zf56l9ce,2022-03-17,2,wage employed,70.0,Urban,Western Cape,1.0,0.0,0.0,1.0,,60 - 69 %,50 - 59 %,,,0,1,2000,1
644,644,Id_lpzyo9wovz,2022-08-12,3,other,,Urban,Gauteng,1.0,0.0,1.0,2.0,40 - 49 %,,60 - 69 %,,50 - 59 %,0,1,1996,1
645,645,Id_zsurfh92rx,2023-02-07,4,unemployed,1461.0,Rural,Eastern Cape,1.0,,,,0 - 29 %,,50 - 59 %,,,0,1,2000,1
646,646,Id_z1f2ofu2m7,2022-03-02,2,unemployed,431.0,Urban,Limpopo,1.0,0.0,0.0,3.0,,60 - 69 %,60 - 69 %,,,1,1,2000,1
647,647,Id_wggs2pd689,2023-02-06,4,self employed,,Urban,Eastern Cape,1.0,0.0,0.0,4.0,,40 - 49 %,,50 - 59 %,,0,1,2002,1
648,648,Id_12pix46sq5,2023-03-14,4,studying,,Urban,Northern Cape,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,1,1,2002,2
649,649,Id_d6dzxett5v,2022-03-17,2,studying,,Rural,Eastern Cape,,,,,,,,,,0,1,2000,1
650,650,Id_uibpdvcxxw,2022-07-28,3,studying,,Urban,Gauteng,1.0,0.0,0.0,,,0 - 29 %,40 - 49 %,,,0,1,2003,1
651,651,Id_xcaf3403r3,2021-08-12,1,wage employed,0.0,Urban,KwaZulu-Natal,0.0,,,4.0,,,,,,1,1,1997,4
652,652,Id_0qkp6qkbo9,2022-03-01,2,studying,,Urban,Gauteng,1.0,,,0.0,60 - 69 %,,60 - 69 %,,50 - 59 %,0,1,2000,1
653,653,Id_so426trxo8,2023-03-23,4,studying,,Urban,Mpumalanga,,,,,,,,,,1,1,1996,4
654,654,Id_u611py2ky6,2022-07-28,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,2001,2
655,655,Id_tk8ffyupvu,2023-02-20,4,studying,,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,0,1,1999,11
656,656,Id_n1d582upwu,2023-02-21,4,wage employed,91.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,2001,9
657,657,Id_0h4wjg60gi,2022-03-02,2,unemployed,64.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1
658,658,Id_80yx5alq3y,2023-02-10,4,other,,Urban,Western Cape,0.0,0.0,0.0,3.0,,,,,,0,1,1996,1
659,659,Id_czvt7bf7ki,2023-02-24,4,unemployed,97.0,Suburb,Limpopo,1.0,0.0,0.0,1.0,,60 - 69 %,40 - 49 %,,,0,1,1999,9
660,660,Id_kwctpclm9t,2023-02-16,4,studying,,Rural,Limpopo,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,1997,2
661,661,Id_48zj3eol10,2023-02-07,4,unemployed,36.0,Urban,North West,,,,,,,,,,0,1,1999,6
662,662,Id_l779nt9yjb,2022-03-08,2,unemployed,365.0,Urban,Western Cape,1.0,,,4.0,,,,,,0,1,1995,1
663,663,Id_3ugtpl2q57,2023-03-13,4,wage employed,458.0,Rural,North West,1.0,0.0,0.0,,,30 - 39 %,,40 - 49 %,,1,1,1996,12
664,664,Id_eg3epayu42,2022-03-14,2,studying,,Urban,Gauteng,1.0,,,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1
665,665,Id_ifrw8syp5g,2023-02-13,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,60 - 69 %,,,60 - 69 %,60 - 69 %,0,1,2000,7
666,666,Id_kujzry3zci,2023-02-27,4,unemployed,401.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2003,1
667,667,Id_6imbemuog9,2023-02-09,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,2002,4
